'fixed acidity','volatile acidity','citric acid','residual sugar',chlorides,'free sulfur dioxide','total sulfur dioxide',density,pH,sulphates,alcohol,quality
6.319230179604742,0.37846189223715493,0.23519245509881453,6.640392575335985,0.06678852934545469,8.711547305928873,116.71154730592887,0.9943249961674308,3.159615089802371,0.35,10.046158563162065,4
6.539287693083649,0.3053210921757797,0.2015002770317109,3.372854768299621,0.048578519979825124,25.242849227665403,112.1214246138327,0.9937079654927811,3.193000554063422,0.4717863079250947,9.639287693083649,4
6.0054891174812335,0.3313722793703084,0.210823367622185,1.1657518137531278,0.05663007255012511,6.315036275062555,108.68496372493745,0.993229331499718,3.2334248186246874,0.5594510882518766,9.395883161889076,4
6.999987106637811,0.2349993553318906,0.3099961319913435,1.2,0.0432497743661617,5.749967766594529,129.99974213275624,0.9912349890406422,3.1449980659956718,0.43749709899350764,11.2,4
7.3,0.44366501090234656,0.28208955437464717,5.747595325699541,0.045948590215305216,18.0,103.15754565276994,0.9942901493049915,3.1810281956938957,0.49212271736150315,10.910613586807514,4
5.952782544161216,0.318195636040304,0.20291738162418238,1.1745362426397974,0.056981449705591894,6.490724852795947,108.50927514720405,0.993139730325074,3.23254637573602,0.5647217455838784,9.435413091879088,4
7.3,0.4112771587198756,0.25559040258898913,6.13036085149238,0.048009635354189735,18.0,102.56867561308864,0.9936541696621357,3.1398072929162053,0.5215662193455677,11.057831096727838,4
8.56057026778131,0.34123217913183407,0.35704277008359825,1.3901425669453276,0.045073930747910045,10.926069252089956,119.0,0.9954796619206044,3.165810590951764,0.466057026778131,9.417250507845678,4
6.9,0.39228739841931815,0.22,4.288563007903409,0.030114369920965906,10.0,102.0,0.993,3.0,0.8688563007903409,11.6,4
6.614607071341912,0.2857303535670956,0.431348232164522,5.974530131400122,0.05162172559451594,32.902619524387255,201.57303535670957,0.9952964792083838,3.2858428285367647,0.5557303535670955,9.924345118903187,4
8.064433615086536,0.23921640312064138,0.37525781534487146,2.181648400516671,0.043420625227589715,9.223710923275643,101.22371092327565,0.9937762890767244,3.0465773446034614,0.6969792938878849,11.211855461637821,4
5.497067588346702,0.2964169529391508,0.23493470884327916,2.0584650887771456,0.0742231385278419,48.895761765212285,165.82084764695753,0.9947350149001893,3.28835509705224,0.5328339058783017,8.717915235304245,4
6.823984670797964,0.28505538159283833,0.25490769734526947,1.6891152964577847,0.026261999345114972,3.501846053094611,87.99630789381078,0.9902612183950424,3.032804598760611,0.32509230265473055,11.42509230265473,4
7.244623973026598,0.38215041078936096,0.5843008215787219,11.91559932566494,0.04680111649345769,66.87632188813816,190.78495892106392,0.9980640893194767,3.0710752053946804,0.49,8.6,4
6.329035085698377,0.36548245715081173,0.18596929713410715,8.756447371452436,0.07520921085976787,50.580701713967535,211.70964914301624,0.9977643289658599,3.414833337173085,0.6425789485809741,9.32741228575406,4
6.753555296494594,0.31949210050077226,0.20081263919876435,3.551382673285911,0.039332393165254845,4.484763015023168,89.98984201001545,0.992617421057192,3.00444131055085,0.37918736080123566,9.915236984976833,4
8.555938477094609,0.3413769225907935,0.35669538578209564,1.3889846192736521,0.04508261535544761,10.917384644552392,119.0,0.9954702246470802,3.1653184631913023,0.46559384770946083,9.419276916271109,4
6.943226844214252,0.24296805326427587,0.3416134221071264,2.596461731088965,0.037580671105356324,19.0,66.9257986683931,0.9904864536884285,3.1006126178410804,0.38432268442142525,12.022260399482068,4
7.704930137703452,0.27504329815899176,0.41339106421198907,3.3298464675962736,0.04,3.7768155964668493,27.4463688070663,0.9910660893578801,3.04,0.46785475228265205,11.72318440353315,4
6.338609186897312,0.339436438227457,0.17340528616562367,3.613668975723226,0.05379616114066989,26.04556325241075,112.52278162620537,0.9935855516040073,3.1368105723312474,0.4115827560691936,9.438609186897311,4
6.642091038051964,0.3359696539826784,0.19701517300866078,9.531906124804813,0.05957908961948035,14.71939307965357,82.42091038051964,0.9956442901869089,3.1103575155757497,0.39403034601732156,9.843878615930715,4
8.508226675779943,0.3428679163818768,0.35311700068349566,1.3770566689449855,0.045172074982912605,10.827925017087392,119.0,0.9953730118519016,3.160249084301619,0.46082266757799417,9.440150829346276,4
8.509362348978437,0.2391843791950434,0.3654681174489219,2.4,0.03865249664396529,16.848937248297396,147.93049932879305,0.9935654908925823,3.0361631241609914,0.532900640941165,10.335956476532344,4
6.977709343401528,0.2870433101881933,0.2288854671700764,15.092569781133843,0.06336997116984225,34.59287773582697,163.92569781133844,0.9984444273358504,3.081857554716539,0.44518575547165395,9.09628489056692,4
7.1936404491549375,0.4055750312613444,0.24151560546165973,2.8936404491549377,0.042709063672300415,9.784843945383402,76.0,0.9922668469414303,3.1951961298959293,0.37671173535758923,11.189851435500788,4
8.479237075920285,0.22241298847412905,0.33876544775742234,0.7022446404410503,0.039848486770229105,4.9943883988973745,24.915825983460614,0.9918037036567278,3.041571248308735,0.36994388398897377,10.516834803307876,4
5.224939330261409,0.6175046394505981,0.1324982155959238,1.1749892935755428,0.021498786605228186,4.249964311918476,13.999428990695616,0.9926449735908197,3.3050021412848913,0.35000142752326097,12.625124908285335,4
7.128348222296416,0.5501041629283393,0.281391370382736,1.7855654815309439,0.04736346703493488,25.21391370382736,163.35305074210095,0.9945572172592345,3.3728348222296414,0.5743303555407169,10.578608629617264,4
5.9906471614173435,0.11701462893699213,0.46205008720474217,10.225886456693752,0.051158244527560945,69.28058515747969,147.11148033464767,0.9955381205196856,2.923561615944852,0.34187056771653124,9.402881224409219,4
7.530751830726808,0.32538722539097875,0.16430525630175313,1.003075183072681,0.03526936126954894,33.03075183072681,96.93849633854639,0.9924970729210673,2.980233466237345,0.41330864931002553,9.903075183072682,4
8.294510620289296,0.24835318608678908,0.36,1.4509148966184504,0.03889021240578594,12.527446898553515,120.52744689855352,0.9948166425093706,3.185274468985535,0.4292680827052396,9.858234069566056,4
5.955629411194376,0.2183444116791564,0.3119869114367663,5.017220583957821,0.05244370588805624,39.3046323600703,199.13907352798594,0.9962720523542529,3.6421188243278735,0.6777482355222495,9.916555883208435,4
7.084190864759988,0.2940359615662228,0.4280719231324456,10.531493747293279,0.029894605765066584,14.754495195777848,90.59640384337771,0.9945881396600955,3.0836887982226697,0.575796682921338,11.466708174395583,4
6.305615938054498,0.3901509684357849,0.2670410625369665,5.843417820078129,0.057367149970426815,59.83152185836508,207.4082125073933,0.9947745168790664,3.2066304371673016,0.5270410625369665,9.48315218583651,4
6.510365534552463,0.4351727589092077,0.44603154927173444,6.58104656182227,0.044741362054539616,13.293189727301929,115.51727589092077,0.9962741362054539,3.282931897273019,0.5286179287263383,9.36209312364454,4
9.2,0.18519985839382136,0.43120033041441685,2.0,0.04651998583938213,16.32000944041191,104.48001416061787,0.9951651998583939,3.0916000472020593,0.6391993863732259,10.03200094404119,4
6.000829263532568,0.34990878101141754,0.45976780621088115,0.900331705413027,0.033010780425923376,9.0,64.9975122094023,0.9893438643680618,3.2401160968945595,0.35009951162390807,12.098341472934864,4
7.234511243549737,0.38619550258010504,0.5923910051602101,11.662781088743436,0.04548646166146586,67.58421295151838,190.3804497419895,0.9979589169329173,3.0730977512900526,0.49,8.6,4
6.289028157213691,0.3142348277883441,0.2062752870194265,2.540182477160036,0.03258421268747456,4.47449425961147,86.05101148077706,0.9909031662113436,3.1932915528358925,0.3737247129805735,11.473724712980573,4
6.65138123608438,0.3169567200255985,0.21256906180421903,14.98379374536146,0.06146639054382555,35.952578182981746,162.83793745361461,0.9983628453090211,3.109051563659635,0.4479051563659635,9.04189687268073,4
6.473142737541286,0.27438856425247715,0.20462854750825704,1.8976001674422007,0.07946515027244032,21.43885642524771,190.70742904983487,0.9949347203683729,3.460742904983486,0.6168343072425687,9.64388564252477,4
7.562305144354179,0.3024610288708358,0.4033018320146119,13.984270262510224,0.06388474278229105,48.86915433062537,186.0996687660433,0.9987039867506418,3.1521492598375227,0.5149220577416717,9.075389711291642,4
6.303762312662264,0.3912013561580504,0.2669174875108176,5.8180849397176075,0.05746600999134592,59.88713062013208,207.38349750216352,0.99476092362619,3.2077426124026416,0.5269174875108176,9.48871306201321,4
8.897276930726532,0.3302178455418775,0.4921868470335511,3.4316715197199987,0.0484918307921796,17.0,118.49727693072653,0.9962,3.170272306927347,0.6196187703017143,10.325136153463674,4
6.141941400480002,0.3728699619183996,0.14587179606720033,3.849670319423997,0.05890952358751994,26.83223439807999,112.91611719904,0.9934655842542928,3.0817435921344005,0.3525824201440007,9.241941400480002,4
5.654271863077589,0.23902065109687895,0.25608008557650636,2.096480513459038,0.038914562738448205,5.4070389730819235,47.407038973081924,0.9911378883080755,3.079497576038578,0.4432160171153013,10.222111691924576,4
6.025521783613713,0.5878972898372284,0.11813804459034283,1.753451114758571,0.048696631213239985,11.0,75.81380445903429,0.9925068381469018,3.4255858662289715,0.4855858662289715,10.474478216386286,4
6.948286876504846,0.5332334489165107,0.1808350760232955,7.179123099417613,0.053399361162718914,26.889721259029077,142.0,0.995672645172,3.3106852493980616,0.4511027874097092,9.433832755417447,4
7.031729138799383,0.28,0.4740701323865227,10.376039900365999,0.05459298676134773,59.67067715300154,179.55689238433385,0.9975101753309663,3.118982466903369,0.5123960099634002,8.91137847686677,4
6.729309874650099,0.2156035188024852,0.2756887618351873,1.6103382451013801,0.03785345062674951,5.146549373250493,123.70690125349901,0.9912100825160033,3.0736211128149113,0.40224086211510846,11.082760501399605,4
6.9568687044471265,0.30373740889425255,0.39527266399034544,2.2939388665862124,0.04325555748918389,7.137374088942526,120.29393886658622,0.9924078282388822,2.965494963557701,0.43076762754804643,10.229393886658622,4
6.9666662909672175,0.24,0.18904772102318393,1.3238097921662735,0.0452857062350118,8.857141247002358,61.952380415667456,0.9937952357873702,3.376190433253396,0.4638094540367689,10.200001127098348,4
6.546808504839246,0.30404255417732806,0.20255319067749455,3.3638297941929043,0.04838297887417959,25.212765980643013,112.1063829903215,0.9937125531879519,3.195106381354989,0.474042551451774,9.646808504839246,4
6.977073064129843,0.32,0.39754874584219885,2.9264623752659658,0.044000000000000004,16.21341330162303,66.11463467935079,0.9915015856057079,3.0411463467935076,0.44343904038052356,11.485365320649212,4
5.950769670259246,0.5614620164069294,0.07076895608797162,0.9846137365278298,0.03298460659481509,7.630772526944341,49.63077252694434,0.9904707682419167,3.131384692295368,0.4061537912175943,10.889231758083302,4
6.603433622334965,0.4831115077157697,0.14813734489339858,3.653904470254273,0.0551519292873105,15.0,96.59313275533007,0.9946524460308631,3.3149012408528113,0.36813734489339855,9.203433622334964,4
6.707746712895597,0.41561372221067383,0.10548284723665771,1.4328970834199464,0.034,56.19667523287691,119.27414236183289,0.9921451715276334,3.1935160949078885,0.3540643796315544,10.008701828814376,4
9.197223159779146,0.34191669479337433,0.4258426457208182,9.314538880898983,0.03960740490725562,4.401851226813903,84.00462806703476,0.995395055874325,2.9804165260331286,0.33616661041325135,10.200462806703475,4
6.1,0.38,0.14,3.9,0.06,27.0,113.0,0.99344,3.07,0.34,9.2,4
7.3,0.4371322063358374,0.2767445324565942,5.824801197849195,0.0463643141422649,18.0,103.03876738792431,0.9941618687789582,3.172713717154702,0.4980616306037843,10.94030815301892,4
8.6,0.34,0.36,1.4,0.045,11.0,119.0,0.99556,3.17,0.47,9.4,4
7.77787042987196,0.172212957012804,0.3232046183243276,4.409185375590272,0.039564720972688844,37.244259140256084,170.3893521493598,0.9966755740859744,3.4919833226230472,0.4497703656102432,9.048851828051216,4
6.175021956166788,0.27624890219166065,0.34752854301682384,10.911918161580129,0.05212445109583032,34.37510978083394,193.1262075891733,0.9969922343303819,3.2162401197249455,0.4712620758917332,9.150043912333576,4
6.80928949553173,0.24,0.23176427978424474,1.4362217889059072,0.04191334633282278,8.182669266564556,61.72755642218819,0.9928284926154093,3.3582045137750547,0.43458233488446407,10.67213151340481,4
6.939754215887566,0.27,0.28534152613708114,3.039411255922172,0.03528551011528656,4.602457841124334,88.46584738629188,0.9924138096537427,3.1583195193461635,0.39614747046746,10.97267790903351,4
5.709252879532029,0.29881250649108104,0.22171695029248212,1.8903017017548926,0.037814942409359426,5.819396596490215,47.819396596490215,0.991014181021053,3.089119253918105,0.4363433900584964,10.345818978947063,4
7.138564214870876,0.5003422613657633,0.14348079028828936,10.969615805765788,0.05861435785129124,23.460768388468423,140.7303841942342,0.9976909181115627,3.281126893596395,0.47692821074354386,9.238564214870877,4
6.425870803062755,0.3448258393874491,0.44572197133219155,4.435813862176048,0.04098511682694371,8.482583938744911,148.77612409188262,0.9940452216768152,3.149303357549796,0.5181095621439281,9.722387590811737,4
6.7,0.54,0.27,7.1,0.049,8.0,178.0,0.9950200000000001,3.16,0.38,9.4,4
6.296660116377228,0.3451417342360963,0.19357283220487964,1.961436993229278,0.034,64.7120404464717,123.67864161024399,0.9912642716779512,3.1964524277401627,0.3658097109606506,10.68405838023741,4
6.543323706920612,0.6295549137947075,0.22166185346030598,1.2261127155132314,0.033133525861587756,19.566762930793878,76.78338146539694,0.9903750721980954,3.199169073269847,0.542552025870891,11.986054957036904,4
7.824966875030628,0.1675033124969372,0.3142562937441807,4.5598940000980095,0.038575695624356816,37.150066249938746,170.62483437515314,0.9966849933750062,3.4835059624944873,0.44600264999754974,9.030013249987748,4
7.148016870435715,0.6137004217608929,0.1415865036514285,1.4779746943464283,0.06358143398703572,25.0,155.81940953475,0.9948886328973496,3.2415865036514284,0.5111898777385713,9.933924083039285,4
6.2159831834250285,0.3220084082874857,0.18639327337001144,7.1475291359008,0.04840168165749714,28.73974775137543,111.84016816574972,0.9934052050449724,3.058401681657497,0.3226025224862457,10.127865467400229,4
6.413233416770482,0.34735331664590363,0.39896364205078216,5.004496245328324,0.037573022528030055,8.735331664590367,148.39700250311446,0.9942234088235362,3.1594132665836145,0.5092633917393372,9.760299749688556,4
7.0874636214709525,0.23686590536773822,0.35629729208776123,1.3755092994066591,0.04449854485883811,6.0,131.37318107354764,0.9913970987279537,3.1449563457651437,0.4681486460438806,11.149854485883811,4
7.134273097157808,0.5589762230800328,0.27477004068735894,2.7607574675466875,0.051402819291473424,24.73145380568438,160.7314538056844,0.9950498148754787,3.3546290761136874,0.5825444973694849,10.492581522273753,4
7.658108627019966,0.3224577475678765,0.20035479243157917,1.1581924918929216,0.035091214054083476,4.927364216225043,55.0,0.9909700167729746,3.05219584648784,0.3385472843245009,11.33817571891833,4
